Entry ID;Experimental Method;Number of Water Molecules per Deposited Model;Resolution (Å);
7BZG;X-RAY DIFFRACTION;178;2,9;
7C0G;X-RAY DIFFRACTION;86;2,4;
7C0I;X-RAY DIFFRACTION;31;2,4;
7C0J;X-RAY DIFFRACTION;10;2,75;
7C0M;ELECTRON MICROSCOPY;;3,9;
7C17;ELECTRON MICROSCOPY;;4,22;
7C4P;X-RAY DIFFRACTION;59;1,995;
7C4Q;X-RAY DIFFRACTION;13;2,5;
7C4R;X-RAY DIFFRACTION;6;2,44;
7C7L;ELECTRON MICROSCOPY;;3, 3.3;
7C97;ELECTRON MICROSCOPY;;3,68;
7C98;ELECTRON MICROSCOPY;;3,47;
7C99;ELECTRON MICROSCOPY;;3,36;
7C9A;ELECTRON MICROSCOPY;;3,43;
7C9C;ELECTRON MICROSCOPY;;3,33;
7C9O;X-RAY DIFFRACTION;16;2,55;
7CBY;X-RAY DIFFRACTION;351;1,646;
7CC9;X-RAY DIFFRACTION;375;2,063;
7CCD;X-RAY DIFFRACTION;23;2,42;
7CCJ;X-RAY DIFFRACTION;;3,3;
7CCQ;ELECTRON MICROSCOPY;;3,8;
7CCR;ELECTRON MICROSCOPY;;4,9;
7CD5;X-RAY DIFFRACTION;;2,7;
7CD6;X-RAY DIFFRACTION;27;2,701;
7CE1;X-RAY DIFFRACTION;25;3,2;
7CHW;ELECTRON MICROSCOPY;;3,58;
7CKQ;ELECTRON MICROSCOPY;;4,4;
7CLI;X-RAY DIFFRACTION;12;3;
7CO6;X-RAY DIFFRACTION;190;1,9;
7CO8;X-RAY DIFFRACTION;383;1,697;
7CO9;X-RAY DIFFRACTION;379;1,599;
7COA;X-RAY DIFFRACTION;361;1,698;
7COB;X-RAY DIFFRACTION;237;1,797;
7COC;X-RAY DIFFRACTION;256;1,9;
7COD;X-RAY DIFFRACTION;348;1,8;
7COW;X-RAY DIFFRACTION;9;2,86;
7CPW;X-RAY DIFFRACTION;8;2,849;
7CQ4;X-RAY DIFFRACTION;12;3,294;
7CR6;X-RAY DIFFRACTION;1;3,72;
7CR8;X-RAY DIFFRACTION;;3,7;
7CRE;X-RAY DIFFRACTION;11;3;
7CRO;ELECTRON MICROSCOPY;;3,75;
7CRP;ELECTRON MICROSCOPY;;3,2;
7CRQ;ELECTRON MICROSCOPY;;3,15;
7CRR;ELECTRON MICROSCOPY;;3,48;
7CSW;X-RAY DIFFRACTION;111;1,97;
7CSY;X-RAY DIFFRACTION;57;2,29;
7CSZ;X-RAY DIFFRACTION;169;1,8;
7CUH;X-RAY DIFFRACTION;;3;
7CVO;X-RAY DIFFRACTION;49;2,6;
7CVQ;X-RAY DIFFRACTION;;3,3;
7CY6;X-RAY DIFFRACTION;438;2,1;
7CY7;X-RAY DIFFRACTION;402;2,15;
7CY8;X-RAY DIFFRACTION;198;2,4;
7D1Z;ELECTRON MICROSCOPY;;3,15;
7D20;ELECTRON MICROSCOPY;;3;
7D2L;X-RAY DIFFRACTION;12;2,75;
7D3J;X-RAY DIFFRACTION;40;2,45;
7D3T;X-RAY DIFFRACTION;9;2,7;
7D3V;SOLUTION NMR;;;
7D3W;SOLUTION NMR;;;
7D3X;SOLUTION NMR;;;
7D58;ELECTRON MICROSCOPY;;2,9;
7D69;ELECTRON MICROSCOPY;;3,57;
7D7C;ELECTRON MICROSCOPY;;3,6;
7D7D;ELECTRON MICROSCOPY;;4,5;
7D8T;X-RAY DIFFRACTION;;3,201;
7D98;X-RAY DIFFRACTION;;3,6;
7DBH;ELECTRON MICROSCOPY;;3,6;
7DBM;X-RAY DIFFRACTION;439;2,43;
7DBN;X-RAY DIFFRACTION;182;2,67;
7DBP;ELECTRON MICROSCOPY;;4,5;
7DCI;X-RAY DIFFRACTION;171;1,7;
7DCJ;X-RAY DIFFRACTION;307;2,004;
7DCS;X-RAY DIFFRACTION;391;2,4;
7DCT;X-RAY DIFFRACTION;160;2,36;
7DCU;X-RAY DIFFRACTION;438;1,75;
7DKG;X-RAY DIFFRACTION;49;3;
7DN3;ELECTRON MICROSCOPY;;3,5;
7DPE;X-RAY DIFFRACTION;42;2,751;
7DQ0;X-RAY DIFFRACTION;25;2;
7DQ8;X-RAY DIFFRACTION;12;2,4;
7DTA;SOLUTION NMR;;;
7DU2;ELECTRON MICROSCOPY;;3,35;
7DV2;X-RAY DIFFRACTION;;3,1;
7DVV;X-RAY DIFFRACTION;9;2,49;
7DW5;X-RAY DIFFRACTION;8;2,83;
7DWR;X-RAY DIFFRACTION;23;2,8;
7DXP;X-RAY DIFFRACTION;155;2,3;
7DY6;ELECTRON MICROSCOPY;;3,68;
7E1B;X-RAY DIFFRACTION;;4,587;
7E8D;ELECTRON MICROSCOPY;;2,8;
7E8I;ELECTRON MICROSCOPY;;3,1;
7E9C;ELECTRON MICROSCOPY;;3,5;
7E9F;ELECTRON MICROSCOPY;;4;
7EA5;ELECTRON MICROSCOPY;;3,3;
7EA8;ELECTRON MICROSCOPY;;3,1;
7ECW;ELECTRON MICROSCOPY;;3,1;
7EDB;X-RAY DIFFRACTION;319;2,39;
7EDS;X-RAY DIFFRACTION;74;1,77;
7EDX;ELECTRON MICROSCOPY;;4,5;
7EEU;X-RAY DIFFRACTION;16;2,9;
7EF8;X-RAY DIFFRACTION;66;2,45;
7EF9;X-RAY DIFFRACTION;236;1,97;
7EG6;ELECTRON MICROSCOPY;;3,1;
7EG7;ELECTRON MICROSCOPY;;6,2;
7EG8;ELECTRON MICROSCOPY;;7,4;
7EG9;ELECTRON MICROSCOPY;;3,7;
7EGA;ELECTRON MICROSCOPY;;4,1;
7EGB;ELECTRON MICROSCOPY;;3,3;
7EGC;ELECTRON MICROSCOPY;;3,9;
7EGD;ELECTRON MICROSCOPY;;6,75;
7EGH;ELECTRON MICROSCOPY;;3,04;
7EGJ;ELECTRON MICROSCOPY;;8,64;
7EGP;ELECTRON MICROSCOPY;;6,9;
7EH0;X-RAY DIFFRACTION;22;2,808;
7EH1;X-RAY DIFFRACTION;90;2,9;
7EH2;X-RAY DIFFRACTION;42;3,34;
7EJ6;ELECTRON MICROSCOPY;;3,21;
7EJ7;ELECTRON MICROSCOPY;;3,41;
7EJC;ELECTRON MICROSCOPY;;2,97;
7EJE;ELECTRON MICROSCOPY;;3,98;
7EL1;X-RAY DIFFRACTION;126;2,22;
7EL3;X-RAY DIFFRACTION;427;1,7;
7ELN;ELECTRON MICROSCOPY;;3;
7ENA;ELECTRON MICROSCOPY;;4,07;
7ENC;ELECTRON MICROSCOPY;;4,13;
7ENN;ELECTRON MICROSCOPY;;2,8;
7EOF;X-RAY DIFFRACTION;;2,733;
7EQG;ELECTRON MICROSCOPY;;3,2;
7ET4;X-RAY DIFFRACTION;139;2,7;
7ET6;X-RAY DIFFRACTION;23;2,7;
7EU0;ELECTRON MICROSCOPY;;3,16;
7EU9;X-RAY DIFFRACTION;79;2,35;
7EYI;X-RAY DIFFRACTION;29;2,401;
7EZJ;X-RAY DIFFRACTION;84;2,9;
7F0R;ELECTRON MICROSCOPY;;5,8;
7F2F;X-RAY DIFFRACTION;;2,55;
7F49;X-RAY DIFFRACTION;124;2,09;
7F4Y;X-RAY DIFFRACTION;1937;2,2;
7F75;ELECTRON MICROSCOPY;;4,2;
7F9H;X-RAY DIFFRACTION;228;1,78;
7FEF;X-RAY DIFFRACTION;20;2,39;
7FHJ;X-RAY DIFFRACTION;24;2,28;
7FJ2;X-RAY DIFFRACTION;;3,098;
7FJI;ELECTRON MICROSCOPY;;3,6;
7FJJ;ELECTRON MICROSCOPY;;3,6;
7GAT;SOLUTION NMR;;;
7ICE;X-RAY DIFFRACTION;163;2,8;
7ICF;X-RAY DIFFRACTION;159;3,1;
7ICG;X-RAY DIFFRACTION;150;3;
7ICH;X-RAY DIFFRACTION;149;2,9;
7ICI;X-RAY DIFFRACTION;149;2,8;
7ICJ;X-RAY DIFFRACTION;122;3,5;
7ICK;X-RAY DIFFRACTION;159;2,9;
7ICL;X-RAY DIFFRACTION;143;3,1;
7ICM;X-RAY DIFFRACTION;154;3;
7ICN;X-RAY DIFFRACTION;145;2,8;
7ICO;X-RAY DIFFRACTION;147;3,3;
7ICP;X-RAY DIFFRACTION;146;3;
7ICQ;X-RAY DIFFRACTION;149;2,9;
7ICR;X-RAY DIFFRACTION;154;3;
7ICS;X-RAY DIFFRACTION;150;2,8;
7ICT;X-RAY DIFFRACTION;148;2,8;
7ICU;X-RAY DIFFRACTION;151;3,3;
7ICV;X-RAY DIFFRACTION;151;2,8;
7JGR;ELECTRON MICROSCOPY;;3,9;
7JGS;ELECTRON MICROSCOPY;;3,2;
7JK1;X-RAY DIFFRACTION;92;2,62;
7JK2;ELECTRON MICROSCOPY;;3,2;
7JK3;ELECTRON MICROSCOPY;;3,4;
7JK4;ELECTRON MICROSCOPY;;3,4;
7JK5;ELECTRON MICROSCOPY;;3,9;
7JKL;X-RAY DIFFRACTION;105;2,384;
7JKP;X-RAY DIFFRACTION;24;2,592;
7JL8;X-RAY DIFFRACTION;161;2,1;
7JLG;X-RAY DIFFRACTION;131;2,07;
7JM4;X-RAY DIFFRACTION;;2,95;
7JN3;ELECTRON MICROSCOPY;;3,21;
7JNP;X-RAY DIFFRACTION;68;2,6;
7JO9;ELECTRON MICROSCOPY;;3,3;
7JOA;ELECTRON MICROSCOPY;;3,3;
7JPS;ELECTRON MICROSCOPY;;4,4;
7JQQ;ELECTRON MICROSCOPY;;4,1;
7JSA;X-RAY DIFFRACTION;1;2,85;
7JSE;ELECTRON MICROSCOPY;;4,6;
7JSF;ELECTRON MICROSCOPY;;6,7;
7JSG;ELECTRON MICROSCOPY;;5,2;
7JSH;ELECTRON MICROSCOPY;;4,4;
7JSI;ELECTRON MICROSCOPY;;5,01;
7JSL;X-RAY DIFFRACTION;;4,51;
7JTN;X-RAY DIFFRACTION;;3,1;
7JTQ;X-RAY DIFFRACTION;;3,5;
7JU3;X-RAY DIFFRACTION;69;2,7;
7JVT;X-RAY DIFFRACTION;51;3,16;
7JY6;ELECTRON MICROSCOPY;;2.5, 2.5;
7JY7;ELECTRON MICROSCOPY;;2.9, 2.9;
7JY8;ELECTRON MICROSCOPY;;2.5, 2.4;
7JY9;ELECTRON MICROSCOPY;;2.8, 2.7;
7JZV;ELECTRON MICROSCOPY;;3,9;
7K04;ELECTRON MICROSCOPY;;9,25;
7K0Y;ELECTRON MICROSCOPY;;3,7;
7K19;ELECTRON MICROSCOPY;;4,3;
7K1B;ELECTRON MICROSCOPY;;4,3;
7K1J;ELECTRON MICROSCOPY;;3,9;
7K1K;ELECTRON MICROSCOPY;;4,1;
7K1N;ELECTRON MICROSCOPY;;3,9;
7K30;X-RAY DIFFRACTION;55;2,34;
7K31;X-RAY DIFFRACTION;8;2,88;
7K32;X-RAY DIFFRACTION;;3,11;
7K33;X-RAY DIFFRACTION;;3,11;
7K5D;X-RAY DIFFRACTION;86;1,78;
7K5O;X-RAY DIFFRACTION;206;2,16;
7K5P;X-RAY DIFFRACTION;663;1,97;
7K5Q;X-RAY DIFFRACTION;439;2;
7K5R;X-RAY DIFFRACTION;167;2,3;
7K5S;X-RAY DIFFRACTION;583;1,67;
7K5T;X-RAY DIFFRACTION;120;2,3;
7K5U;X-RAY DIFFRACTION;499;2;
7K5X;ELECTRON MICROSCOPY;;2,93;
7K5Y;ELECTRON MICROSCOPY;;2,76;
7K60;ELECTRON MICROSCOPY;;3,12;
7K61;ELECTRON MICROSCOPY;;2,85;
7K63;ELECTRON MICROSCOPY;;3,03;
7K6P;ELECTRON MICROSCOPY;;3,2;
7K6Q;ELECTRON MICROSCOPY;;3,1;
7K78;ELECTRON MICROSCOPY;;3,1;
7K7G;ELECTRON MICROSCOPY;;4,2;
7K96;X-RAY DIFFRACTION;162;2,1;
7K97;X-RAY DIFFRACTION;56;2,4;
7K9Y;X-RAY DIFFRACTION;;3,2;
7KBD;ELECTRON MICROSCOPY;;3,38;
7KBE;ELECTRON MICROSCOPY;;3,5;
7KBF;ELECTRON MICROSCOPY;;4,42;
7KC0;ELECTRON MICROSCOPY;;3,2;
7KED;X-RAY DIFFRACTION;;3,6;
7KEE;X-RAY DIFFRACTION;;3,45;
7KEF;X-RAY DIFFRACTION;;3,89;
7KHB;ELECTRON MICROSCOPY;;3,53;
7KHC;ELECTRON MICROSCOPY;;4,14;
7KHE;ELECTRON MICROSCOPY;;3,58;
7KHI;ELECTRON MICROSCOPY;;3,62;
7KIF;ELECTRON MICROSCOPY;;2,94;
7KII;X-RAY DIFFRACTION;188;1,3;
7KIJ;X-RAY DIFFRACTION;281;1,69;
7KIK;X-RAY DIFFRACTION;162;1,73;
7KIM;ELECTRON MICROSCOPY;;3,38;
7KIN;ELECTRON MICROSCOPY;;2,74;
7KLE;X-RAY DIFFRACTION;27;3,003;
7KLF;X-RAY DIFFRACTION;54;2,301;
7KQM;X-RAY DIFFRACTION;415;2,73;
7KQN;X-RAY DIFFRACTION;1304;2,02;
7KR3;X-RAY DIFFRACTION;17;2,778;
7KR4;X-RAY DIFFRACTION;315;2,2;
7KSP;X-RAY DIFFRACTION;10;2,8;
7KSS;X-RAY DIFFRACTION;390;1,503;
7KST;X-RAY DIFFRACTION;377;1,599;
7KSU;X-RAY DIFFRACTION;301;1,65;
7KSV;X-RAY DIFFRACTION;343;1,64;
7KSW;X-RAY DIFFRACTION;428;1,49;
7KSX;X-RAY DIFFRACTION;358;1,57;
7KSY;X-RAY DIFFRACTION;336;1,577;
7KSZ;X-RAY DIFFRACTION;444;1,417;
7KT0;X-RAY DIFFRACTION;431;1,36;
7KT1;X-RAY DIFFRACTION;297;1,665;
7KT2;X-RAY DIFFRACTION;345;1,499;
7KT3;X-RAY DIFFRACTION;375;1,879;
7KT4;X-RAY DIFFRACTION;335;1,922;
7KT5;X-RAY DIFFRACTION;377;1,46;
7KT6;X-RAY DIFFRACTION;313;1,87;
7KT7;X-RAY DIFFRACTION;359;1,76;
7KT8;X-RAY DIFFRACTION;293;1,701;
7KT9;X-RAY DIFFRACTION;465;1,482;
7KTA;X-RAY DIFFRACTION;190;1,844;
7KTB;X-RAY DIFFRACTION;382;1,576;
7KTC;X-RAY DIFFRACTION;415;1,653;
7KTD;X-RAY DIFFRACTION;348;1,551;
7KTE;X-RAY DIFFRACTION;460;1,479;
7KTF;X-RAY DIFFRACTION;423;1,489;
7KTG;X-RAY DIFFRACTION;440;1,445;
7KTH;X-RAY DIFFRACTION;457;1,476;
7KTI;X-RAY DIFFRACTION;411;1,57;
7KTJ;X-RAY DIFFRACTION;397;1,452;
7KTK;X-RAY DIFFRACTION;332;1,419;
7KTL;X-RAY DIFFRACTION;407;1,421;
7KTM;X-RAY DIFFRACTION;391;1,528;
7KTN;X-RAY DIFFRACTION;485;1,33;
7KTQ;ELECTRON MICROSCOPY;;3,3;
7KU7;ELECTRON MICROSCOPY;;3,4;
7KUF;X-RAY DIFFRACTION;;2,6;
7KUI;ELECTRON MICROSCOPY;;3,4;
7KZ0;X-RAY DIFFRACTION;270;1,57;
7KZ1;X-RAY DIFFRACTION;158;1,62;
7KZG;X-RAY DIFFRACTION;241;1,68;
7KZL;X-RAY DIFFRACTION;97;1,3;
7KZS;ELECTRON MICROSCOPY;;4.2, 4.2;
7KZT;ELECTRON MICROSCOPY;;4.2, 4.2;
7KZV;ELECTRON MICROSCOPY;;4.2, 4.2;
7L34;X-RAY DIFFRACTION;547;1,901;
7L35;X-RAY DIFFRACTION;608;2;
7L49;ELECTRON MICROSCOPY;;3,1;
7L4C;X-RAY DIFFRACTION;379;2,11;
7L4F;X-RAY DIFFRACTION;54;2,55;
7L4H;X-RAY DIFFRACTION;98;2,56;
7L4K;X-RAY DIFFRACTION;57;2,61;
7L4M;X-RAY DIFFRACTION;12;2,805;
7L4N;X-RAY DIFFRACTION;343;2,247;
7L4V;X-RAY DIFFRACTION;207;1,75;
7L4X;X-RAY DIFFRACTION;103;1,79;
7L4Y;X-RAY DIFFRACTION;88;1,79;
7L69;X-RAY DIFFRACTION;215;1,91;
7LAR;ELECTRON MICROSCOPY;;3,8;
7LAS;ELECTRON MICROSCOPY;;4,4;
7LBM;ELECTRON MICROSCOPY;;4,8;
7LBW;X-RAY DIFFRACTION;223;2,84;
7LBX;X-RAY DIFFRACTION;175;2,7;
7LCC;ELECTRON MICROSCOPY;;3,66;
7LCD;X-RAY DIFFRACTION;211;1,98;
7LFQ;X-RAY DIFFRACTION;17;2,7;
7LH9;X-RAY DIFFRACTION;;2,6;
7LHZ;X-RAY DIFFRACTION;4;3,3;
7LMA;ELECTRON MICROSCOPY;;3,3;
7LMB;ELECTRON MICROSCOPY;;3,8;
7LNI;X-RAY DIFFRACTION;266;2,68;
7LNJ;X-RAY DIFFRACTION;124;2,68;
7LO5;ELECTRON MICROSCOPY;;2,86;
7LPG;X-RAY DIFFRACTION;239;2,08;
7LPH;X-RAY DIFFRACTION;325;1,99;
7LPI;X-RAY DIFFRACTION;190;2,05;
7LPJ;X-RAY DIFFRACTION;47;2,56;
7LRI;X-RAY DIFFRACTION;97;3,05;
7LRM;X-RAY DIFFRACTION;150;3,14;
7LRX;X-RAY DIFFRACTION;130;2,9;
7LRY;X-RAY DIFFRACTION;301;2,45;
7LSK;X-RAY DIFFRACTION;248;2,7;
7LSY;ELECTRON MICROSCOPY;;8,4;
7LT3;ELECTRON MICROSCOPY;;4,6;
7LT5;X-RAY DIFFRACTION;335;2,54;
7LUF;X-RAY DIFFRACTION;;3,5;
7LV8;ELECTRON MICROSCOPY;;3,4;
7LV9;ELECTRON MICROSCOPY;;4,5;
7LVV;ELECTRON MICROSCOPY;;3,25;
7LW8;X-RAY DIFFRACTION;41;2,88;
7LW9;X-RAY DIFFRACTION;32;2,71;
7LWA;X-RAY DIFFRACTION;25;2,85;
7LXH;X-RAY DIFFRACTION;357;1,667;
7LXJ;X-RAY DIFFRACTION;189;1,93;
7LYA;ELECTRON MICROSCOPY;;2,91;
7LYB;ELECTRON MICROSCOPY;;3,28;
7LYC;ELECTRON MICROSCOPY;;2,94;
7LYS;ELECTRON MICROSCOPY;;3,05;
7LYT;ELECTRON MICROSCOPY;;2,9;
7M07;X-RAY DIFFRACTION;445;1,57;
7M08;X-RAY DIFFRACTION;345;1,7;
7M09;X-RAY DIFFRACTION;457;1,65;
7M0A;X-RAY DIFFRACTION;409;1,83;
7M0B;X-RAY DIFFRACTION;385;2;
7M0C;X-RAY DIFFRACTION;108;2,65;
7M0D;X-RAY DIFFRACTION;1091;1,8;
7M0E;X-RAY DIFFRACTION;354;2,25;
7M1X;ELECTRON MICROSCOPY;;3,7;
7M2U;ELECTRON MICROSCOPY;;8,2;
7M43;X-RAY DIFFRACTION;248;1,978;
7M44;X-RAY DIFFRACTION;241;1,901;
7M45;X-RAY DIFFRACTION;250;1,889;
7M46;X-RAY DIFFRACTION;251;1,92;
7M47;X-RAY DIFFRACTION;294;1,648;
7M48;X-RAY DIFFRACTION;255;1,93;
7M49;X-RAY DIFFRACTION;276;1,6;
7M4A;X-RAY DIFFRACTION;171;1,868;
7M4B;X-RAY DIFFRACTION;265;1,66;
7M4C;X-RAY DIFFRACTION;244;1,95;
7M4D;X-RAY DIFFRACTION;201;1,817;
7M4E;X-RAY DIFFRACTION;127;1,903;
7M4F;X-RAY DIFFRACTION;133;1,947;
7M4G;X-RAY DIFFRACTION;146;1,88;
7M4H;X-RAY DIFFRACTION;242;1,923;
7M4I;X-RAY DIFFRACTION;82;2,005;
7M4J;X-RAY DIFFRACTION;68;2,377;
7M4K;X-RAY DIFFRACTION;201;1,719;
7M4L;X-RAY DIFFRACTION;248;1,701;
7M5W;X-RAY DIFFRACTION;15;2,95;
7M7L;X-RAY DIFFRACTION;486;1,58;
7M7M;X-RAY DIFFRACTION;517;1,46;
7M7N;X-RAY DIFFRACTION;524;1,31;
7M7O;X-RAY DIFFRACTION;422;1,8;
7M7P;X-RAY DIFFRACTION;439;1,8;
7M7Q;X-RAY DIFFRACTION;385;2,27;
7M7R;X-RAY DIFFRACTION;245;1,81;
7M7S;X-RAY DIFFRACTION;391;1,85;
7M7T;X-RAY DIFFRACTION;584;1,46;
7M7U;X-RAY DIFFRACTION;583;1,94;
7M7Y;X-RAY DIFFRACTION;515;1,8;
7M7Z;X-RAY DIFFRACTION;516;1,82;
7M80;X-RAY DIFFRACTION;531;1,98;
7M81;X-RAY DIFFRACTION;342;2,05;
7M82;X-RAY DIFFRACTION;500;2,07;
7M83;X-RAY DIFFRACTION;491;1,55;
7M84;X-RAY DIFFRACTION;532;1,47;
7M85;X-RAY DIFFRACTION;509;1,75;
7M86;X-RAY DIFFRACTION;495;1,55;
7M87;X-RAY DIFFRACTION;499;1,85;
7M88;X-RAY DIFFRACTION;480;1,66;
7M89;X-RAY DIFFRACTION;471;1,83;
7M8A;X-RAY DIFFRACTION;476;1,91;
7M8B;X-RAY DIFFRACTION;479;1,85;
7M8C;X-RAY DIFFRACTION;479;1,85;
7M8D;X-RAY DIFFRACTION;465;1,92;
7M8E;ELECTRON MICROSCOPY;;3,4;
7M99;ELECTRON MICROSCOPY;;3,2;
7M9A;ELECTRON MICROSCOPY;;3,9;
7M9B;ELECTRON MICROSCOPY;;3,8;
7M9C;ELECTRON MICROSCOPY;;4,2;
7MBM;ELECTRON MICROSCOPY;;;
7MBN;ELECTRON MICROSCOPY;;;
7MCA;ELECTRON MICROSCOPY;;3,6;
7MCS;ELECTRON MICROSCOPY;;3,56;
7MEI;ELECTRON MICROSCOPY;;3,54;
7MG5;X-RAY DIFFRACTION;276;2,1;
7MG6;X-RAY DIFFRACTION;441;1,7;
7MG7;X-RAY DIFFRACTION;394;1,75;
7MG8;X-RAY DIFFRACTION;22;3;
7MG9;X-RAY DIFFRACTION;150;2,55;
7MGA;X-RAY DIFFRACTION;288;2;
7MHT;X-RAY DIFFRACTION;139;2,87;
7MI4;ELECTRON MICROSCOPY;;3,2;
7MI5;ELECTRON MICROSCOPY;;3,57;
7MI9;ELECTRON MICROSCOPY;;3,89;
7MIB;ELECTRON MICROSCOPY;;5,8;
7MID;ELECTRON MICROSCOPY;;3,56;
7MK1;X-RAY DIFFRACTION;418;1,9;
7MK9;ELECTRON MICROSCOPY;;3,54;
7MKA;ELECTRON MICROSCOPY;;3,54;
7MKD;ELECTRON MICROSCOPY;;3,2;
7MKE;ELECTRON MICROSCOPY;;3,7;
7MKI;ELECTRON MICROSCOPY;;3,5;
7MKJ;ELECTRON MICROSCOPY;;2,9;
7MKN;ELECTRON MICROSCOPY;;3,3;
7MKO;ELECTRON MICROSCOPY;;3,15;
7ML0;ELECTRON MICROSCOPY;;3;
7ML1;ELECTRON MICROSCOPY;;4;
7ML2;ELECTRON MICROSCOPY;;3,4;
7ML3;ELECTRON MICROSCOPY;;7,6;
7ML4;ELECTRON MICROSCOPY;;3,1;
7MLB;X-RAY DIFFRACTION;;3,6;
7MLI;X-RAY DIFFRACTION;;3,6;
7MLJ;X-RAY DIFFRACTION;;3,75;
7MR3;ELECTRON MICROSCOPY;;3,6;
7MR4;ELECTRON MICROSCOPY;;4,5;
7MTL;X-RAY DIFFRACTION;10;2,446;
7MVS;X-RAY DIFFRACTION;145;2,60137142659;
7MWH;X-RAY DIFFRACTION;24;2,28;
7MWK;X-RAY DIFFRACTION;5;2,453;
7MWL;X-RAY DIFFRACTION;133;1,84;
7MWM;X-RAY DIFFRACTION;289;1,601;
7MZ0;X-RAY DIFFRACTION;169;2,021;
7MZ1;X-RAY DIFFRACTION;103;2,175;
7MZ2;X-RAY DIFFRACTION;146;2,088;
7MZ3;X-RAY DIFFRACTION;79;2,418;
7MZ4;X-RAY DIFFRACTION;179;2,076;
7MZ8;X-RAY DIFFRACTION;68;2,6;
7N2M;X-RAY DIFFRACTION;110;2,9;
7N3P;ELECTRON MICROSCOPY;;3,65;
7N3Y;X-RAY DIFFRACTION;100;2,73;
7N4E;ELECTRON MICROSCOPY;;3,8;
7N5S;X-RAY DIFFRACTION;1;2,86;
7N5T;X-RAY DIFFRACTION;;2,9;
7N5U;X-RAY DIFFRACTION;7;2,86;
7N5V;X-RAY DIFFRACTION;1;3,08;
7N5W;X-RAY DIFFRACTION;35;2,24;
7N6I;ELECTRON MICROSCOPY;;3,9;
7N8N;ELECTRON MICROSCOPY;;3,89;
7N8S;X-RAY DIFFRACTION;;2,79;
7N94;X-RAY DIFFRACTION;;2,85;
7NE3;X-RAY DIFFRACTION;260;2,26;
7NE6;X-RAY DIFFRACTION;313;2,3;
7NFC;ELECTRON MICROSCOPY;;4,14;
7NFE;ELECTRON MICROSCOPY;;4,29;
7NKX;ELECTRON MICROSCOPY;;2,9;
7NKY;ELECTRON MICROSCOPY;;3,2;
7NL0;ELECTRON MICROSCOPY;;3,5;
7NPF;ELECTRON MICROSCOPY;;4,5;
7NQF;X-RAY DIFFRACTION;170;2,02;
7NTU;X-RAY DIFFRACTION;53;3,1;
7NV0;ELECTRON MICROSCOPY;;3,4;
7NV1;ELECTRON MICROSCOPY;;6,4;
7NVR;ELECTRON MICROSCOPY;;4,5;
7NVS;ELECTRON MICROSCOPY;;2,8;
7NVT;ELECTRON MICROSCOPY;;2,9;
7NVU;ELECTRON MICROSCOPY;;2,5;
7NVV;ELECTRON MICROSCOPY;;2,9;
7NVW;ELECTRON MICROSCOPY;;4,3;
7NVX;ELECTRON MICROSCOPY;;3,9;
7NVY;ELECTRON MICROSCOPY;;7,3;
7NVZ;ELECTRON MICROSCOPY;;7,2;
7NW0;ELECTRON MICROSCOPY;;6,6;
7NX5;X-RAY DIFFRACTION;65;2,5;
7NYW;ELECTRON MICROSCOPY;;3,1;
7NYX;ELECTRON MICROSCOPY;;4,6;
7NYZ;ELECTRON MICROSCOPY;;6,5;
7NZ0;ELECTRON MICROSCOPY;;6,3;
7NZ2;ELECTRON MICROSCOPY;;11;
7NZ3;ELECTRON MICROSCOPY;;11;
7O0G;X-RAY DIFFRACTION;1;3,1;
7O0H;X-RAY DIFFRACTION;;3,09;
7O24;ELECTRON MICROSCOPY;;4,8;
7O4I;ELECTRON MICROSCOPY;;3,2;
7O4J;ELECTRON MICROSCOPY;;2,9;
7O4K;ELECTRON MICROSCOPY;;3,6;
7O4L;ELECTRON MICROSCOPY;;3,4;
7O56;X-RAY DIFFRACTION;;2,6;
7O72;ELECTRON MICROSCOPY;;3,4;
7O73;ELECTRON MICROSCOPY;;3,4;
7O75;ELECTRON MICROSCOPY;;3,2;
7OA5;X-RAY DIFFRACTION;456;2,378;
7OAR;X-RAY DIFFRACTION;38;2,58;
7OB9;ELECTRON MICROSCOPY;;2,7;
7OBB;ELECTRON MICROSCOPY;;3,3;
7OBN;X-RAY DIFFRACTION;60;2,45;
7ODF;ELECTRON MICROSCOPY;5;2.7, 2.66;
7OGS;X-RAY DIFFRACTION;;2,37;
7OH9;ELECTRON MICROSCOPY;;3;
7OHA;ELECTRON MICROSCOPY;;2,9;
7OHB;ELECTRON MICROSCOPY;;3,4;
7OHC;ELECTRON MICROSCOPY;;2,5;
7OKX;ELECTRON MICROSCOPY;;3,3;
7OKY;ELECTRON MICROSCOPY;;4,14;
7OL0;ELECTRON MICROSCOPY;;3;
7OL9;X-RAY DIFFRACTION;;2,9;
7OM3;X-RAY DIFFRACTION;382;1,92;
7OMB;X-RAY DIFFRACTION;277;2,01;
7OMG;X-RAY DIFFRACTION;88;2,1;
7OMY;X-RAY DIFFRACTION;152;1,6;
7OMZ;X-RAY DIFFRACTION;206;1,66;
7ON0;X-RAY DIFFRACTION;232;1,46;
7ON1;ELECTRON MICROSCOPY;;3,35;
7OO3;ELECTRON MICROSCOPY;;2,8;
7OOB;ELECTRON MICROSCOPY;;2,7;
7OOP;ELECTRON MICROSCOPY;;2,9;
7OOT;X-RAY DIFFRACTION;76;2,25;
